P_high_MPa,Q_sink_kW,COP,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C,superheat_K,m_CO2_kg_s,m_steam_kg_h,W_electric_kW,Q_evaporator_kW,x5,IHX_heat_kW,IHX_min_approach_K,gas_cooler_min_approach_K,pinch_location,valid,invalid_reason
28.25,120.0,1.6710698299270608,49.9117157380864,289.4004313366538,75.90858579560052,43.54186994971104,4.547473508864641e-13,0.0,49.911715738085945,0.33855586757842426,167.73103256994833,71.81028455599476,51.78022967180498,0.3375971077377464,22.554799328608805,25.996870057514116,4.999999742226976,0.11371237458193979,True,
28.5,120.0,1.67018509573962,49.80076682878246,290.3958879235606,75.74156341227246,43.31126910971983,4.547473508864641e-13,0.0,49.800766828782,0.3370200098253307,167.73103256994833,71.84832406066919,51.74409214236427,0.3350428237033456,22.41017189632353,25.94079658349,4.99999974747476,0.11371237458193979,True,
28.75,120.0,1.6692635172342398,49.69085596527407,291.3835456891135,75.57608519133987,43.084879869887004,4.547473508864641e-13,0.0,49.69085596527361,0.3355174622095075,167.73103256994833,71.88799057851868,51.706408950407244,0.3325513773377214,22.26852119916546,25.885229226065803,4.9999997590098815,0.11371237458193979,True,
29.0,120.0,1.6683074068451937,49.58197496842206,292.3635495090492,75.41213933297718,42.862584520672385,4.547473508864641e-13,0.0,49.581974968421605,0.33404695326989486,167.73103256994833,71.92918973303766,51.66726975361423,0.3301206497484331,22.129742702987073,25.830164364555117,4.999999775989124,0.11371237458193979,True,
29.25,120.0,1.6673189398179664,49.47411525203063,293.3360398340476,75.24971341448088,42.644268913563224,4.547473508864641e-13,0.0,49.474115252030174,0.3326072779399216,167.73103256994833,71.97183282347964,51.62675881769436,0.3277486158265553,21.993737001094956,25.77559816245025,4.999999797382827,0.11371237458193979,True,
29.5,120.0,1.666300162941703,49.3672678662964,294.30115287265494,75.08879445548314,42.42982241273171,4.547473508864641e-13,0.0,49.36726786629595,0.33119729329216635,167.73103256994833,72.01583644338773,51.58495537878167,0.32543333945734715,21.860409495763133,25.721526589186738,4.999999822024677,0.11371237458193979,True,
29.75,120.0,1.6652530027244223,49.26142353462467,295.2590207595664,74.92936897322608,42.21913783393961,4.547473508864641e-13,0.0,49.261423534624214,0.3298159145980621,167.73103256994833,72.0611221259923,51.5419339803073,0.32317296896766073,21.729670101822492,25.667945438601407,4.999999848713685,0.11371237458193979,True,
30.0,120.0,1.664179273040017,49.156572685248534,296.2097717116527,74.77142303004933,42.01211137348338,4.547473508864641e-13,0.0,49.15657268524808,0.3284621116767878,167.73103256994833,72.10761601470473,51.49776478603051,0.32096573280405455,21.601432970889842,25.6148503448008,4.9999998761744,0.11371237458193979,True,
30.25,120.0,1.6630806822721103,49.05270547911755,297.15353017421535,74.61494227529431,41.80864252984077,4.547473508864641e-13,0.0,49.052705479117094,0.32713490551003066,167.73103256994833,72.15524855718685,51.45251387067249,0.3188099354371959,21.475616234991115,25.562236796176762,4.999999903194976,0.11371237458193979,True,
30.5,120.0,1.6619588399853726,48.949811834812806,298.0904169588164,74.45991198275982,41.6086340198392,4.547473508864641e-13,0.0,48.94981183481235,0.3258333651009455,167.73103256994833,72.2039542213068,51.40624348975854,0.31670395348336133,21.352141768185326,25.510100147947014,4.999999928625982,0.11371237458193979,True,
30.75,120.0,1.6608152631504687,48.847881451367584,299.0205493742285,74.30631708503171,41.411991691152366,4.547473508864641e-13,0.0,48.84788145136713,0.32455660455781016,167.73103256994833,72.25367123154147,51.35901233003562,0.31464623203595204,21.23093496500038,25.458435633664124,4.999999951414225,0.11371237458193979,True,
31.0,120.0,1.6596513819500915,48.74690382952622,299.9440413515247,74.15414220548092,41.21862443247102,4.547473508864641e-13,0.0,48.74690382952576,0.3233037803843876,167.73103256994833,72.30434132438097,51.310875741838075,0.31263528119805384,21.111924534475534,25.407238375954705,4.9999999706340645,0.11371237458193979,True,
31.25,120.0,1.6584685451926708,48.646868291849046,300.861003564096,74.0033716885485,41.02844425996375,4.547473508864641e-13,0.0,48.64686829184859,0.322074088960598,167.73103256994833,72.35590952137059,51.261885954697945,0.31066967280689894,20.995042308679935,25.356503396699452,4.999999985499983,0.11371237458193979,True,
31.5,120.0,1.657268025359155,48.5477640019634,301.7715435432365,73.85398962876491,40.84136533838421,4.547473508864641e-13,0.0,48.547764001962946,0.32086676419848636,167.73103256994833,72.40832391851293,51.21209227741271,0.30874803734101824,20.880223064643058,25.306225626801506,4.999999995378573,0.11371237458193979,True,
31.75,120.0,1.6560510233074002,48.4495799831538,302.67576578973797,73.70597989879195,40.65730538493801,4.547473508864641e-13,0.0,48.44957998315334,0.31968107535976215,167.73103256994833,72.46153549082123,51.161541283719856,0.3068690610007501,20.767404358690456,25.256399915638156,4.999999999791328,0.11371237458193979,True,
32.0,120.0,1.654818672786889,48.35230512528426,303.5737718635405,73.55932615989144,40.476184945365105,4.547473508864641e-13,0.0,48.352305125283806,0.3185163250146087,167.73103256994833,72.51549790522206,51.11027699003903,0.30503148286275733,20.656526367714964,25.20702103460718,4.999999982220288,0.11371237458193979,True,
32.25,120.0,1.6535720445171052,48.255928202853966,304.46566048887064,73.41401188919076,40.29792641550887,4.547473508864641e-13,0.0,48.25592820285351,0.31737184714697014,167.73103256994833,72.57016735248675,51.058341015137586,0.30323409228575404,20.547531745889486,25.158083686336795,4.999999910749409,0.11371237458193979,True,
32.5,120.0,1.6523121495015705,48.16043793528081,305.3515277265317,73.27002047064559,40.12245504021814,4.547473508864641e-13,0.0,48.160437935280356,0.31624700541487344,167.73103256994833,72.62550241260327,51.0057727080269,0.30147572680402646,20.44036550830715,25.10958253536478,4.999999800830153,0.11371237458193979,True,
32.75,120.0,1.651039942976564,48.065822970250224,306.2314670174311,73.12733517002414,39.94969848057838,4.547473508864641e-13,0.0,48.06582297024977,0.3151411914745369,167.73103256994833,72.68146389218117,50.9526093024279,0.2997552695386056,20.334974892438332,25.061512199773915,4.999999666803603,0.11371237458193979,True,
33.0,120.0,1.6497563277431557,47.972071898665604,307.1055692755132,72.98593915754577,39.779587044246455,4.547473508864641e-13,0.0,47.97207189866515,0.31405382343646404,167.73103256994833,72.73801468860457,50.898886045825655,0.2980716470005611,20.23130924113274,25.01386725888017,4.999999520022641,0.11371237458193979,True,
33.25,120.0,1.6484621572596816,47.879173270723754,307.97392298034674,72.84581553222694,39.61205217397662,4.547473508864641e-13,0.0,47.8791732707233,0.3129843444229899,167.73103256994833,72.79511966442821,50.8446363187932,0.29642382702915027,20.129319893947933,24.966642261503182,4.999999369323689,0.11371237458193979,True,
33.5,120.0,1.6471582385300627,47.78711561141591,308.83661426667015,72.70694734537278,39.44702893687861,4.547473508864641e-13,0.0,47.78711561141546,0.3119322212186667,167.73103256994833,72.85274553044094,50.789891746081096,0.29481081684394744,20.028960085531107,24.91983173395687,4.999999221445194,0.11371237458193979,True,
33.75,120.0,1.6458453348028044,47.69588743541419,309.6937270109056,72.56931762315708,39.28445369397821,4.547473508864641e-13,0.0,47.69588743541374,0.31089694300669973,167.73103256994833,72.91086073672756,50.734682300108815,0.2932316612040443,19.930184850510408,24.873430187742883,4.9999990813830095,0.11371237458193979,True,
34.0,120.0,1.644524168094299,47.605477261319265,310.5453429146877,72.43290938824697,39.12426498904125,4.547473508864641e-13,0.0,47.60547726131881,0.30987802018514826,167.73103256994833,72.96943537111889,50.67903639743704,0.2916854406677863,19.832950934397285,24.827432126927704,4.999998952705425,0.11371237458193979,True,
