epsilon_IHX,P_opt_MPa,COP_opt,T3_opt_C,W_electric_kW
0.5,19.998743750314844,1.2037159377629436,113.4403966838521,99.6912944618936
0.6,19.998743750314844,1.3194824855623282,111.66812935439356,90.9447463782433
0.7,19.998743750314844,1.4204956647290996,109.97491931379602,84.47755454634562
0.8,19.998743750314844,1.509672705780605,108.35523647934582,79.4874276659534
0.9,19.998743750314844,1.5892100800856543,106.80376504245464,75.50921146531634
